Session,ID,Gesture,Frame,Is_Gesture,PlayerSide
S19,P041,Agestural,1,0,Right
S19,P041,Agestural,2,0,Right
S19,P041,Agestural,3,0,Right
S19,P041,Agestural,4,0,Right
S19,P041,Agestural,5,0,Right
S19,P041,Agestural,6,0,Right
S19,P041,Agestural,7,0,Right
S19,P041,Agestural,8,0,Right
S19,P041,Agestural,9,0,Right
S19,P041,Agestural,10,0,Right
S19,P041,Agestural,11,0,Right
S19,P041,Agestural,12,0,Right
S19,P041,Agestural,13,0,Right
S19,P041,Agestural,14,0,Right
S19,P041,Agestural,15,0,Right
S19,P041,Agestural,16,0,Right
S19,P041,Agestural,17,0,Right
S19,P041,Agestural,18,0,Right
S19,P041,Agestural,19,0,Right
S19,P041,Agestural,20,0,Right
S19,P041,Agestural,21,0,Right
S19,P041,Agestural,22,0,Right
S19,P041,Agestural,23,0,Right
S19,P041,Agestural,24,0,Right
S19,P041,Agestural,25,0,Right
S19,P041,Agestural,26,0,Right
S19,P041,Agestural,27,0,Right
S19,P041,Agestural,28,0,Right
S19,P041,Agestural,29,0,Right
S19,P041,Agestural,30,0,Right
S19,P041,Agestural,31,0,Right
S19,P041,Agestural,32,0,Right
S19,P041,Agestural,33,0,Right
S19,P041,Agestural,34,0,Right
S19,P041,Agestural,35,0,Right
S19,P041,Agestural,36,0,Right
S19,P041,Agestural,37,0,Right
S19,P041,Agestural,38,0,Right
S19,P041,Agestural,39,0,Right
S19,P041,Agestural,40,0,Right
S19,P041,Agestural,41,0,Right
S19,P041,Agestural,42,0,Right
S19,P041,Agestural,43,0,Right
S19,P041,Agestural,44,0,Right
S19,P041,Agestural,45,0,Right
S19,P041,Agestural,46,0,Right
S19,P041,Agestural,47,0,Right
S19,P041,Agestural,48,0,Right
S19,P041,Agestural,49,0,Right
S19,P041,Agestural,50,0,Right
S19,P041,Agestural,51,0,Right
S19,P041,Agestural,52,0,Right
S19,P041,Agestural,53,0,Right
S19,P041,Agestural,54,0,Right
S19,P041,Agestural,55,0,Right
S19,P041,Agestural,56,0,Right
