Session,Frame,LeftPlayerMotion,RightPlayerMotion,LeftID,RightID,MinMaxLeftME,MinMaxRightME
S22,364,0,317,P046,P047,0.0,0.02059645247222403
S22,365,0,122,P046,P047,0.0,0.007926710415177701
S22,366,3,0,P046,P047,0.00028371477208246644,0.0
S22,367,0,25,P046,P047,0.0,0.001624325904749529
S22,368,0,142,P046,P047,0.0,0.009226171138977324
S22,369,0,210,P046,P047,0.0,0.013644337599896044
S22,370,0,225,P046,P047,0.0,0.014618933142745762
S22,371,0,169,P046,P047,0.0,0.010980443116106816
S22,372,0,77,P046,P047,0.0,0.00500292378662855
S22,373,0,13,P046,P047,0.0,0.0008446494704697551
S22,374,0,95,P046,P047,0.0,0.00617243843804821
S22,375,0,153,P046,P047,0.0,0.009940874537067119
S22,376,0,156,P046,P047,0.0,0.010135793645637062
S22,377,0,38,P046,P047,0.0,0.002468975375219284
S22,378,0,16,P046,P047,0.0,0.0010395685790396986
S22,379,15,14,P046,P047,0.0014185738604123323,0.0009096225066597363
S22,380,18,6,P046,P047,0.0017022886324947987,0.000389838217139887
S22,381,0,4,P046,P047,0.0,0.00025989214475992465
S22,382,4,0,P046,P047,0.0003782863627766219,0.0
S22,383,0,0,P046,P047,0.0,0.0
S22,384,0,0,P046,P047,0.0,0.0
S22,385,0,0,P046,P047,0.0,0.0
S22,386,0,0,P046,P047,0.0,0.0
S22,387,0,10,P046,P047,0.0,0.0006497303618998116
S22,388,0,0,P046,P047,0.0,0.0
S22,389,0,0,P046,P047,0.0,0.0
S22,390,0,0,P046,P047,0.0,0.0
S22,391,0,0,P046,P047,0.0,0.0
S22,392,0,0,P046,P047,0.0,0.0
S22,393,0,0,P046,P047,0.0,0.0
S22,394,0,9,P046,P047,0.0,0.0005847573257098305
S22,395,0,30,P046,P047,0.0,0.0019491910856994348
S22,396,0,23,P046,P047,0.0,0.0014943798323695668
S22,397,0,90,P046,P047,0.0,0.0058475732570983045
S22,398,0,62,P046,P047,0.0,0.0040283282437788325
S22,399,0,2,P046,P047,0.0,0.00012994607237996233
S22,400,0,23,P046,P047,0.0,0.0014943798323695668
S22,401,0,53,P046,P047,0.0,0.003443570918069002
S22,402,0,25,P046,P047,0.0,0.001624325904749529
S22,403,0,11,P046,P047,0.0,0.0007147033980897928
S22,404,0,125,P046,P047,0.0,0.008121629523747646
S22,405,0,154,P046,P047,0.0,0.0100058475732571
S22,406,0,82,P046,P047,0.0,0.005327788967578456
S22,407,0,0,P046,P047,0.0,0.0
S22,408,0,0,P046,P047,0.0,0.0
S22,409,0,0,P046,P047,0.0,0.0
S22,410,0,0,P046,P047,0.0,0.0
S22,411,0,2,P046,P047,0.0,0.00012994607237996233
S22,412,0,105,P046,P047,0.0,0.006822168799948022
S22,413,0,144,P046,P047,0.0,0.009356117211357288
S22,414,0,49,P046,P047,0.0,0.003183678773309077
S22,415,0,0,P046,P047,0.0,0.0
S22,416,0,0,P046,P047,0.0,0.0
S22,417,0,2,P046,P047,0.0,0.00012994607237996233
S22,418,0,17,P046,P047,0.0,0.0011045416152296798
S22,419,0,44,P046,P047,0.0,0.0028588135923591712
S22,420,0,19,P046,P047,0.0,0.001234487687609642
S22,421,0,109,P046,P047,0.0,0.007082060944707947
S22,422,0,125,P046,P047,0.0,0.008121629523747646
S22,423,0,149,P046,P047,0.0,0.009680982392307193
S22,424,0,204,P046,P047,0.0,0.013254499382756158
S22,425,0,164,P046,P047,0.0,0.010655577935156911
S22,426,0,133,P046,P047,0.0,0.008641413813267496
S22,427,0,24,P046,P047,0.0,0.001559352868559548
S22,428,0,34,P046,P047,0.0,0.0022090832304593596
S22,429,0,3,P046,P047,0.0,0.0001949191085699435
S22,430,3,2,P046,P047,0.00028371477208246644,0.00012994607237996233
S22,431,0,4,P046,P047,0.0,0.00025989214475992465
S22,432,0,0,P046,P047,0.0,0.0
S22,433,0,0,P046,P047,0.0,0.0
S22,434,0,9,P046,P047,0.0,0.0005847573257098305
S22,435,0,7,P046,P047,0.0,0.00045481125332986816
S22,436,0,0,P046,P047,0.0,0.0
S22,437,0,7,P046,P047,0.0,0.00045481125332986816
S22,438,0,9,P046,P047,0.0,0.0005847573257098305
S22,439,0,3,P046,P047,0.0,0.0001949191085699435
S22,440,0,1,P046,P047,0.0,6.497303618998116e-05
S22,441,0,0,P046,P047,0.0,0.0
S22,442,0,9,P046,P047,0.0,0.0005847573257098305
S22,443,0,6,P046,P047,0.0,0.000389838217139887
S22,444,0,0,P046,P047,0.0,0.0
S22,445,0,1,P046,P047,0.0,6.497303618998116e-05
S22,446,0,0,P046,P047,0.0,0.0
S22,447,0,0,P046,P047,0.0,0.0
S22,448,0,0,P046,P047,0.0,0.0
S22,449,0,0,P046,P047,0.0,0.0
S22,450,0,0,P046,P047,0.0,0.0
S22,451,0,0,P046,P047,0.0,0.0
S22,452,0,0,P046,P047,0.0,0.0
S22,453,0,0,P046,P047,0.0,0.0
S22,454,0,0,P046,P047,0.0,0.0
S22,455,0,0,P046,P047,0.0,0.0
S22,456,0,0,P046,P047,0.0,0.0
S22,457,0,0,P046,P047,0.0,0.0
S22,458,0,0,P046,P047,0.0,0.0
S22,459,0,0,P046,P047,0.0,0.0
S22,460,0,6,P046,P047,0.0,0.000389838217139887
S22,461,0,6,P046,P047,0.0,0.000389838217139887
S22,462,27,0,P046,P047,0.002553432948742198,0.0
S22,463,1,0,P046,P047,9.457159069415548e-05,0.0
S22,464,0,11,P046,P047,0.0,0.0007147033980897928
S22,465,0,15,P046,P047,0.0,0.0009745955428497174
S22,466,0,17,P046,P047,0.0,0.0011045416152296798
S22,467,0,10,P046,P047,0.0,0.0006497303618998116
S22,468,0,26,P046,P047,0.0,0.0016892989409395102
S22,469,0,77,P046,P047,0.0,0.00500292378662855
S22,470,0,52,P046,P047,0.0,0.0033785978818790204
S22,471,0,26,P046,P047,0.0,0.0016892989409395102
S22,472,0,25,P046,P047,0.0,0.001624325904749529
S22,473,0,21,P046,P047,0.0,0.0013644337599896044
S22,474,0,16,P046,P047,0.0,0.0010395685790396986
S22,475,0,13,P046,P047,0.0,0.0008446494704697551
S22,476,0,2,P046,P047,0.0,0.00012994607237996233
S22,477,0,1,P046,P047,0.0,6.497303618998116e-05
S22,478,0,0,P046,P047,0.0,0.0
S22,479,0,4,P046,P047,0.0,0.00025989214475992465
S22,480,0,13,P046,P047,0.0,0.0008446494704697551
S22,481,0,15,P046,P047,0.0,0.0009745955428497174
S22,482,0,16,P046,P047,0.0,0.0010395685790396986
S22,483,0,27,P046,P047,0.0,0.0017542719771294914
S22,484,0,28,P046,P047,0.0,0.0018192450133194726
S22,485,0,37,P046,P047,0.0,0.002404002339029303
S22,486,0,44,P046,P047,0.0,0.0028588135923591712
