Session,Frame,LeftPlayerME,LeftID,RightPlayerME,RightID,MinMaxLeftME,MinMaxRightME,ZscoreLeftME,ZscoreRightME
S09,1,973018.0,P020,594765.0,P021,0.26441091093383784,0.2397669678738654,1.2924167200741539,0.2782259405976096
S09,2,684649.0,P020,358309.0,P021,0.1802733364630585,0.13969823981690574,0.5192273973539862,-0.3557716614092634
S09,3,776963.0,P020,500111.0,P021,0.2072078406909593,0.19970917536488503,0.7667442911171491,0.024434922309392943
S09,4,786090.0,P020,445714.0,P021,0.20987083027095854,0.1766882386996516,0.7912160580146553,-0.12141702289972787
S09,5,655941.0,P020,423196.0,P021,0.1718971882366294,0.16715856883131833,0.44225407818080675,-0.1817934058292825
S09,6,863216.0,P020,570300.0,P021,0.2323739237679479,0.22941332308619444,0.9980101298605044,0.2126291643132347
S09,7,524444.0,P020,411086.0,P021,0.13353023953484774,0.1620335887218274,0.08967777362055968,-0.21426334087133359
S09,8,594351.0,P020,397992.0,P021,0.15392704161318754,0.1564921775282953,0.2771159031816386,-0.2493716257136636
S09,9,536039.0,P020,404112.0,P021,0.13691331877009386,0.15908217573391745,0.12076686501713955,-0.23296237695583102
S09,10,350048.0,P020,292284.0,P021,0.08264662708896754,0.11175630656099023,-0.37792146598254034,-0.5328011792582661
S09,11,526935.0,P020,440976.0,P021,0.1342570399121654,0.17468310610190035,0.09635676686496507,-0.13412078443806297
S09,12,539039.0,P020,457040.0,P021,0.13778863034454306,0.18148142818933732,0.12881061440823396,-0.09104918769854946
S09,13,274986.0,P020,362781.0,P021,0.060745747955199214,0.14159080059722312,-0.5791814382473165,-0.3437811123169387
S09,14,579394.0,P020,438928.0,P021,0.14956302987350872,0.17381638774812352,0.2370124499674389,-0.13961198402238342
S09,15,305359.0,P020,411700.0,P021,0.0696076941054476,0.162293434947032,-0.4977438381620797,-0.21261705349595625
S09,16,511823.0,P020,632429.0,P021,0.12984780374114002,0.2557064600987924,0.055837719932225506,0.37921253295300283
S09,17,634734.0,P020,644318.0,P021,0.1657096107168481,0.2607379124953025,0.3853928137351604,0.41108991178990995
S09,18,536029.0,P020,614655.0,P021,0.1369104010648457,0.24818446204213743,0.12074005251916924,0.3315559990605655
S09,19,767592.0,P020,557183.0,P021,0.20447365910290483,0.2238621782392752,0.7416182992691672,0.17745921072557294
S09,20,500513.0,P020,433532.0,P021,0.12654787910546658,0.17153278802303573,0.02551278472779959,-0.15408000792716522
S09,21,534865.0,P020,637397.0,P021,0.1365707801739594,0.25780892923041504,0.11761907775542461,0.3925329819446552
S09,22,515629.0,P020,479756.0,P021,0.13095828235859122,0.19109489211726427,0.06604255665972728,-0.030141917309182607
S09,23,441422.0,P020,536538.0,P021,0.10930686702354092,0.21512516631851222,-0.13292494702858693,0.12210480866585825
S09,24,859060.0,P020,626549.0,P021,0.23116132546681095,0.25321803045025343,0.9868668557040416,0.3634467841464578
