Session,Frame,RightPlayerME,RightID,LeftPlayerME,LeftID,MinMaxLeftME,MinMaxRightME,ZscoreLeftME,ZscoreRightME
S18,1,0.0,P038,0.0,P039,0.0,0.0,-1.1957530464843287,-1.1957530464843287
S18,2,21.142857142857142,P038,25.944444444444443,P039,0.3365836558416064,0.3419505508186924,0.42848902933368305,0.1278874827231303
S18,3,22.272727272727277,P038,29.695652173913043,P039,0.38524899589579265,0.36022432104057595,0.6633319623702134,0.1986225724289346
S18,4,23.347826086956523,P038,31.68379446640316,P039,0.4110416546120955,0.3776122563241671,0.7877988543512908,0.26592872475269796
S18,5,24.42105263157895,P038,32.235,P039,0.41819257950530037,0.39496991076070875,0.8223068671171381,0.3331176643498915
S18,6,24.945205479452056,P038,32.04382470119522,P039,0.41571241535624287,0.40344721133708555,0.8103384102538309,0.3659320540161786
S18,7,25.27891156462585,P038,32.553113553113555,P039,0.4223195448334267,0.40884435226584975,0.8422222451072667,0.38682359654492415
S18,8,24.488888888888887,P038,30.27692307692308,P039,0.3927899662175281,0.39606704940171067,0.6997222061520494,0.3373645274355419
S18,9,23.64423076923077,P038,29.20507399577167,P039,0.378884604589264,0.3824061090983727,0.6326195021315058,0.28448502714145046
S18,10,22.844827586206897,P038,29.78177458033573,P039,0.38636628304625353,0.3694770921299362,0.6687236228654675,0.23443869494148475
S18,11,22.87878787878788,P038,30.0427135678392,P039,0.389751508679186,0.370026343381816,0.6850596089233708,0.2365647661408599
S18,12,22.875,P038,29.75,P039,0.3859540636042403,0.36996508074218326,0.6667343873498155,0.23632762743016034
S18,13,22.666666666666668,P038,29.46242774566474,P039,0.38222331805329823,0.366595635562382,0.6487310357525456,0.22328499834168603
S18,14,22.0,P038,28.612582781456958,P039,0.3711980704106228,0.3558134109870178,0.5955268150283701,0.18154858525856787
S18,15,21.0,P038,28.48936170212766,P039,0.369599493056376,0.3396400741239715,0.5878126062272172,0.11894396563389076
S18,16,0.0,P038,26.751173708920188,P039,0.34704955291229117,0.0,0.4789940080762826,-1.1957530464843287
S18,17,0.0,P038,25.376146788990827,P039,0.3292109906497043,0.0,0.3929109707804136,-1.1957530464843287
S18,18,0.0,P038,24.65277777777778,P039,0.3198265466375007,0.0,0.3476247289851419,-1.1957530464843287
S18,19,0.0,P038,25.11904761904762,P039,0.3258755799139444,0.0,0.37681537504029894,-1.1957530464843287
S18,20,0.0,P038,24.22222222222222,P039,0.31424084356946547,0.0,0.3206699622022947,-1.1957530464843287
S18,21,0.0,P038,22.5,P039,0.2918980312973246,0.0,0.21285089507090643,-1.1957530464843287
S18,22,0.0,P038,0.0,P039,0.0,0.0,-1.1957530464843287,-1.1957530464843287
S18,23,0.0,P038,0.0,P039,0.0,0.0,-1.1957530464843287,-1.1957530464843287
S18,24,0.0,P038,0.0,P039,0.0,0.0,-1.1957530464843287,-1.1957530464843287
S18,25,0.0,P038,25.4,P039,0.32952044422009086,0.0,0.39440429198246996,-1.1957530464843287
S18,26,21.33333333333333,P038,24.22222222222222,P039,0.31424084356946547,0.34503118641165353,0.3206699622022947,0.1398121721754495
S18,27,22.166666666666668,P038,24.43478260869565,P039,0.3169984417180607,0.35850896713085884,0.33397722434473803,0.19198268852934747
S18,28,23.39,P038,24.54705882352941,P039,0.31845502865457137,0.3782943492266521,0.3410062340673043,0.2685690065368691
S18,29,23.23076923076923,P038,26.408521303258144,P039,0.34260423901753373,0.3757190563569209,0.4575423845563298,0.258600424796632
S18,30,22.27906976744186,P038,28.27284595300261,P039,0.366790581015733,0.360326900344147,0.5742577201104914,0.1990196418980127
S18,31,21.4,P038,29.792207792207797,P039,0.3865016356687231,0.34610940886919,0.669376790126182,0.14398581348376152
S18,32,23.25,P038,30.405454545454543,P039,0.39445743655637644,0.3760300820658256,0.7077688698492628,0.25980435978941424
S18,33,21.666666666666668,P038,31.15625,P039,0.40419769056032306,0.3504222986993357,0.7547721336970177,0.1606803787170089
S18,34,21.0,P038,32.458612975391496,P039,0.4210935656070477,0.3396400741239715,0.836306072384665,0.11894396563389076
S18,35,21.625,P038,29.203389830508478,P039,0.37886275549927706,0.34974840966337545,0.6325140656058185,0.15807185289931394
S18,36,24.0,P038,26.526627218934912,P039,0.3441364560962278,0.3881600847131103,0.46493636048269804,0.3067578245079221
S18,37,25.63235294117647,P038,28.8507871321013,P039,0.3742883540106024,0.41456067871014174,0.6104395077934023,0.408950659483498
S18,38,25.07843137254902,P038,29.677648251393816,P039,0.3850154265829485,0.4056019185850229,0.6622048336491451,0.3742726103776719
S18,39,23.69047619047619,P038,29.243162901307965,P039,0.37937874132438903,0.3831540518745484,0.6350040435745257,0.28738020414790294
S18,40,0.0,P038,27.09695290858726,P039,0.3515354314743526,0.0,0.5006413833455648,-1.1957530464843287
S18,41,0.0,P038,23.95364238410596,P039,0.3107564913031415,0.0,0.3038556235981689,-1.1957530464843287
S18,42,0.0,P038,26.37362637362637,P039,0.34215153851701047,0.0,0.4553578007599026,-1.1957530464843287
S18,43,0.0,P038,28.20408163265306,P039,0.36589848458313157,0.0,0.5699527559912585,-1.1957530464843287
S18,44,0.0,P038,28.517625231910944,P039,0.36996616277643174,0.0,0.5895820337585505,-1.1957530464843287
S18,45,0.0,P038,28.15234822451317,P039,0.3652273343614278,0.0,0.5667140056527724,-1.1957530464843287
S18,46,0.0,P038,27.858752166377812,P039,0.36141844052292266,0.0,0.5483335361099038,-1.1957530464843287
S18,47,0.0,P038,28.074024226110364,P039,0.36421121787533384,0.0,0.561810561525281,-1.1957530464843287
