Session,Frame,RightPlayerME,RightID,LeftPlayerME,LeftID,MinMaxLeftME,MinMaxRightME,ZscoreLeftME,ZscoreRightME
S18,1,0,P038,0,P039,0.0,0.1564809994794377,-0.2807678563211543,-0.2807678563211543
S18,2,0,P038,0,P039,0.0,0.1297241020301926,-0.2807678563211543,-0.2807678563211543
S18,3,0,P038,10,P039,0.0006870963309055,0.1311816762103071,-0.2683861767613141,-0.2807678563211543
S18,4,0,P038,66,P039,0.0045348357839769,0.1121290994273815,-0.1990487712262089,-0.2807678563211543
S18,5,0,P038,155,P039,0.0106499931290366,0.0566371681415929,-0.088851823143631,-0.2807678563211543
S18,6,0,P038,182,P039,0.0125051532224817,0.0539302446642373,-0.0554212883320624,-0.2807678563211543
S18,7,2,P038,224,P039,0.0153909578122852,0.142529932326913,-0.0034182341807335,-0.2782915204091863
S18,8,0,P038,164,P039,0.0112683798268517,0.2173867777199375,-0.0777083115397748,-0.2807678563211543
S18,9,0,P038,101,P039,0.0069396729421464,0.2344612181155648,-0.1557128927667682,-0.2807678563211543
S18,10,0,P038,86,P039,0.0059090284457881,0.2049973971889641,-0.1742854121065285,-0.2807678563211543
S18,11,0,P038,73,P039,0.0050158032156108,0.1800104112441437,-0.1903815955343208,-0.2807678563211543
S18,12,0,P038,71,P039,0.0048783839494297,0.185320145757418,-0.1928579314462888,-0.2807678563211543
S18,13,0,P038,54,P039,0.0037103201868902,0.1944820406038521,-0.2139067866980172,-0.2807678563211543
S18,14,0,P038,38,P039,0.0026109660574412,0.2135346173867777,-0.2337174739937615,-0.2807678563211543
S18,15,0,P038,37,P039,0.0025422564243506,0.2046850598646538,-0.2349556419497455,-0.2807678563211543
S18,16,0,P038,14,P039,0.0009619348632678,0.1751171264966163,-0.263433504937378,-0.2807678563211543
S18,17,0,P038,5,P039,0.0003435481654527,0.1549193128578865,-0.2745770165412343,-0.2807678563211543
S18,18,0,P038,3,P039,0.0002061288992716,0.1349297241020302,-0.2770533524532023,-0.2807678563211543
S18,19,0,P038,2,P039,0.0001374192661811,0.0841228526808953,-0.2782915204091863,-0.2807678563211543
S18,20,0,P038,0,P039,0.0,0.034357105674128,-0.2807678563211543,-0.2807678563211543
S18,21,0,P038,0,P039,0.0,0.0220718375845913,-0.2807678563211543,-0.2807678563211543
S18,22,0,P038,0,P039,0.0,0.080062467464862,-0.2807678563211543,-0.2807678563211543
S18,23,0,P038,0,P039,0.0,0.141280583029672,-0.2807678563211543,-0.2807678563211543
S18,24,0,P038,0,P039,0.0,0.1439875065070275,-0.2807678563211543,-0.2807678563211543
S18,25,0,P038,0,P039,0.0,0.1327433628318584,-0.2807678563211543,-0.2807678563211543
S18,26,0,P038,0,P039,0.0,0.0909942738157209,-0.2807678563211543,-0.2807678563211543
S18,27,0,P038,0,P039,0.0,0.0736074960957834,-0.2807678563211543,-0.2807678563211543
S18,28,4,P038,2,P039,0.0001374192661811,0.0622592399791775,-0.2782915204091863,-0.2758151844972183
S18,29,0,P038,107,P039,0.0073519307406898,0.0596564289432587,-0.148283885030864,-0.2807678563211543
S18,30,0,P038,302,P039,0.0207503091933489,0.0704841228526809,0.0931588663860201,-0.2807678563211543
S18,31,0,P038,513,P039,0.0352480417754569,0.1177511712649661,0.3544123050986487,-0.2807678563211543
S18,32,0,P038,493,P039,0.0338738491136457,0.1646017699115044,0.3296489459789682,-0.2807678563211543
S18,33,0,P038,348,P039,0.0239109523155146,0.2063508589276418,0.1501145923612851,-0.2807678563211543
S18,34,0,P038,149,P039,0.0102377353304933,0.2437272254034357,-0.0962808308795351,-0.2807678563211543
S18,35,0,P038,66,P039,0.0045348357839769,0.2811035918792295,-0.1990487712262089,-0.2807678563211543
S18,36,0,P038,142,P039,0.0097567678988594,0.2850598646538261,-0.1049480065714233,-0.2807678563211543
S18,37,0,P038,584,P039,0.0401264257248866,0.2674648620510151,0.4423222299735142,-0.2807678563211543
S18,38,0,P038,877,P039,0.0602583482204205,0.2487246225923998,0.8051054410768325,-0.2807678563211543
S18,39,0,P038,792,P039,0.0544180294077229,0.2337324310255075,0.6998611648181907,-0.2807678563211543
S18,40,0,P038,283,P039,0.0194448261646282,0.1653305570015616,0.0696336752223237,-0.2807678563211543
S18,41,0,P038,9,P039,0.000618386697815,0.0736074960957834,-0.2696243447172982,-0.2807678563211543
S18,42,0,P038,1,P039,6.87096330905593e-05,0.0137428422696512,-0.2795296883651703,-0.2807678563211543
S18,43,0,P038,21,P039,0.0014429022949017,0.1095262883914627,-0.2547663292454899,-0.2807678563211543
S18,44,0,P038,96,P039,0.0065961247766936,0.1937532535137949,-0.1619037325466883,-0.2807678563211543
S18,45,0,P038,268,P039,0.0184141816682698,0.2365434669442998,0.0510611558825634,-0.2807678563211543
