Session,Frame,RightPlayerME,RightID,LeftPlayerME,LeftID,MinMaxLeftME,MinMaxRightME,ZscoreLeftME,ZscoreRightME
S17,1,0.0,P036,0.0,P037,0.0,0.0,-1.538094454664551,-1.538094454664551
S17,2,29.526785714285715,P036,41.74122621564482,P037,0.5131044555707994,0.3846113181055009,1.1257935262475862,0.3462787827889579
S17,3,29.71838331160365,P036,42.144466209598434,P037,0.5180612873728415,0.3871070386069927,1.1515279444883588,0.35850637126539775
S17,4,32.066100094428705,P036,41.65721649484536,P037,0.5120717652077811,0.41768803225520684,1.1204321004868452,0.5083355710125131
S17,5,36.230510752688176,P036,40.91114196459563,P037,0.5029006363175726,0.471932997755493,1.072818286658539,0.7741045602321421
S17,6,38.38264580369844,P036,39.70598514635212,P037,0.4880862336474732,0.4999663741859532,0.9959062489851005,0.9114519075780902
S17,7,39.851458885941646,P036,37.22649350649351,P037,0.4576070569843507,0.5190989049354429,0.8376672949096245,1.0051902538303064
S17,8,41.643706293706295,P036,35.64483342744212,P037,0.4381644840813162,0.5424444409020626,0.7367271535561742,1.1195698914504328
S17,9,43.546230440967285,P036,35.01499167129373,P037,0.4304221477705743,0.5672264245248707,0.6965312121285733,1.240987292633154
S17,10,43.87474882786336,P036,36.578154425612055,P037,0.4496373421177504,0.5715056539346896,0.7962908706475983,1.2619530442821338
S17,11,42.82190445238869,P036,36.78591549295775,P037,0.4521912471898842,0.5577914668596176,0.809549997424191,1.1947614514164042
S17,12,40.52030303030303,P036,34.65271659324523,P037,0.42596887762157054,0.5278111647275922,0.6734111384342435,1.047875293030232
S17,13,39.98303597543141,P036,34.199426934097424,P037,0.42039680979176314,0.5208128076375802,0.6444825950168241,1.0135873868096872
S17,14,40.22599469496021,P036,35.86,P037,0.4408094214029698,0.52397755012826,0.7504588930975525,1.0290927964846905
S17,15,40.524312431243125,P036,37.98456109395677,P037,0.4669256106545689,0.5278633905606138,0.8860464949966013,1.0481311694369237
S17,16,40.71008152714257,P036,42.12305168170632,P037,0.5177980490669369,0.530283189909196,1.1501612883394956,1.0599867881299359
S17,17,40.33901313454029,P036,46.023159636062864,P037,0.5657401664893861,0.5254497107432939,1.3990627137599159,1.0363055329113453
S17,18,40.54672,P036,44.98725528839837,P037,0.5530063015668315,0.5281552680659581,1.3329522184222447,1.049561200571719
S17,19,40.690408071073634,P036,43.26287644244301,P037,0.5318093567434878,0.5300269265304598,1.222903892133307,1.0587312456383404
S17,20,40.5122744750074,P036,40.35168711656442,P037,0.4960235318038604,0.5277065860150761,1.0371143751866048,1.0473629177625379
S17,21,40.17918470957145,P036,40.22973200741615,P037,0.494524397361563,0.523367810539431,1.0293313084460036,1.0261054247956183
S17,22,38.94456289978678,P036,42.4633068081344,P037,0.5219806387325854,0.5072858188787763,1.1718760682803822,0.9473129575339669
S17,23,38.06427947598253,P036,43.33798662996461,P037,0.5327326495015153,0.49581938391995956,1.2276973575851644,0.8911340513285374
S17,24,36.363555752604746,P036,41.97037037037037,P037,0.5159212124660153,0.4736660212305305,1.1404173026674764,0.7825953739511069
S17,25,34.152195121951216,P036,42.26814650388457,P037,0.519581628671314,0.44486118161160887,1.159421111012083,0.6414683027187741
S17,26,31.0,P036,41.698191214470285,P037,0.5125754473731468,0.40380117824683975,1.1230470706979785,0.44029800993737905
S17,27,29.705882352941178,P036,40.198218902614194,P037,0.49413702219440286,0.38694420306385974,1.0273201700887002,0.3577085711873934
S17,28,29.562565720294423,P036,39.46177579705176,P037,0.48508428769191586,0.385077382898533,0.9803210252289335,0.34856223099124944
S17,29,32.100428367444074,P036,39.553127354935945,P037,0.48620722766333774,0.41813518700007085,0.9861510005111181,0.5105263709046551
S17,30,34.85781396805512,P036,40.37897214593959,P037,0.49635893331004644,0.45405246294870344,1.0388556815257106,0.6865002707191957
S17,31,36.68473609129815,P036,39.97497949138639,P037,0.4913928494197886,0.4778496663658245,1.0130732291540145,0.8030928178817303
S17,32,37.937603993344425,P036,40.12711069418386,P037,0.4932629238058034,0.49416932878627395,1.0227821073877352,0.8830497345446329
S17,33,38.77787900874635,P036,40.559063690800215,P037,0.49857271049045854,0.5051146204401669,1.0503489639544454,0.9366753396628408
S17,34,39.68074656188605,P036,44.69077134986226,P037,0.5493617696816844,0.516875232754962,1.3140308768133626,0.9942955449423623
S17,35,41.06161707243764,P036,42.01632438125329,P037,0.5164861026207406,0.5348622372442217,1.1433500468238962,1.0824214743832101
S17,36,42.029008746355686,P036,40.11901565995526,P037,0.4931634155137078,0.5474633307201665,1.022265489493588,1.1441595517379877
S17,37,43.06259140099444,P036,38.352059925093634,P037,0.4714430938425139,0.560926617615606,0.9094999439730912,1.210121878688974
S17,38,43.3637928561182,P036,39.39663865546218,P037,0.4842835887042989,0.564850020921046,0.9761640307100133,1.229344288016199
S17,39,43.92251293847038,P036,39.55437297547432,P037,0.4862225394667067,0.5721278218102066,0.9862304949074691,1.2650013073951452
S17,40,43.41191489361702,P036,40.49767681982447,P037,0.49781811174320373,0.5654768510965834,1.0464313083749646,1.2324153937055204
S17,41,42.51576417361798,P036,41.23557692307692,P037,0.5068887564048854,0.5538037312055393,1.0935234375331464,1.175223850750885
S17,42,41.85469470046083,P036,40.72243107769424,P037,0.5005809057858537,0.5451927430712208,1.0607749254767953,1.1330349841614504
S17,43,41.81482639974976,P036,39.95970695970696,P037,0.4912051116659412,0.5446734247872909,1.0120985497478863,1.1304906246226354
S17,44,41.255986787778696,P036,40.6441073512252,P037,0.49961811056703215,0.5373940669239062,1.0557763748237021,1.0948259769695832
