Session,Frame,LeftPlayerME,LeftID,RightPlayerME,RightID,MinMaxLeftME,MinMaxRightME,ZscoreLeftME,ZscoreRightME
S22,1,0,P046,0,P047,0.0,0.0,-0.3612421244982756,-0.3612421244982756
S22,2,0,P046,3,P047,0.0,0.0001949191085699435,-0.3612421244982756,-0.3582441927038983
S22,3,0,P046,0,P047,0.0,0.0,-0.3612421244982756,-0.3612421244982756
S22,4,0,P046,6,P047,0.0,0.000389838217139887,-0.3612421244982756,-0.35524626090952105
S22,5,2,P046,99,P047,0.0002013693113169553,0.006432330582808135,-0.35924350330202404,-0.2623103752838257
S22,6,14,P046,253,P047,0.001409585179218687,0.016438178156065235,-0.34725177612451497,-0.10841654317245934
S22,7,13,P046,297,P047,0.0013089005235602095,0.019296991748424405,-0.3482510867226407,-0.06444687685492609
S22,8,3,P046,243,P047,0.00030205396697543293,0.01578844779416542,-0.3582441927038983,-0.1184096491537169
S22,9,2,P046,83,P047,0.0002013693113169553,0.005392762003768437,-0.35924350330202404,-0.27829934485383784
S22,10,6,P046,0,P047,0.0006041079339508659,0.0,-0.35524626090952105,-0.3612421244982756
S22,11,3,P046,0,P047,0.00030205396697543293,0.0,-0.3582441927038983,-0.3612421244982756
S22,12,10,P046,0,P047,0.0010068465565847766,0.0,-0.351249018517018,-0.3612421244982756
S22,13,33,P046,0,P047,0.0033225936367297627,0.0,-0.3282648747601256,-0.3612421244982756
S22,14,90,P046,0,P047,0.009061619009262988,0.0,-0.27130417066695756,-0.3612421244982756
S22,15,242,P046,0,P047,0.024365686669351592,0.0,-0.11940895975184267,-0.3612421244982756
S22,16,308,P046,0,P047,0.031010873942811115,0.0,-0.05345446027554278,-0.3612421244982756
S22,17,469,P046,0,P047,0.047221103503826016,0.0,0.1074345460227039,-0.3612421244982756
S22,18,633,P046,0,P047,0.06373338703181636,0.0,0.27132148411532786,-0.3612421244982756
S22,19,593,P046,0,P047,0.05970600080547725,0.0,0.23134906019029763,-0.3612421244982756
S22,20,339,P046,0,P047,0.03413209826822392,0.0,-0.02247583173364435,-0.3612421244982756
S22,21,122,P046,0,P047,0.012283527990334274,0.0,-0.23932623152693336,-0.3612421244982756
S22,22,104,P046,0,P047,0.010471204188481676,0.0,-0.25731382229319694,-0.3612421244982756
S22,23,53,P046,44,P047,0.005336286749899315,0.0028588135923591712,-0.3082786627976105,-0.3172724581807423
S22,24,64,P046,80,P047,0.00644381796214257,0.005197842895198493,-0.2972862462182272,-0.2812972766482151
S22,25,28,P046,213,P047,0.002819170358437374,0.013839256708465988,-0.3332614277507544,-0.14838896709748958
S22,26,34,P046,426,P047,0.00342327829238824,0.027678513416931977,-0.32726556416199987,0.0644641903032964
S22,27,43,P046,780,P047,0.004329440193314539,0.05067896822818531,-0.3182717687788681,0.41822014203981395
S22,28,55,P046,1403,P047,0.005537656061216271,0.09115716977454358,-0.306280041601359,1.04079064467216
S22,29,47,P046,1981,P047,0.0047321788159484495,0.1287115846923527,-0.31427452638636505,1.6183921703888469
S22,30,22,P046,2167,P047,0.0022150624244865083,0.14079656942368918,-0.33925729133950894,1.8042639416402373
S22,31,30,P046,2358,P047,0.0030205396697543297,0.1532064193359756,-0.3312628065545029,1.9951322658822568
S22,32,24,P046,2190,P047,0.0024164317358034634,0.14229094925605876,-0.33725867014325744,1.8272480853971298
S22,33,19,P046,2064,P047,0.0019130084575110754,0.13410434669612112,-0.3422552231338862,1.7013349500332846
S22,34,37,P046,1926,P047,0.003725332259363673,0.12513806770190372,-0.3242676323676226,1.5634300874919302
S22,35,36,P046,1437,P047,0.0036246476037051956,0.09336625300500292,-0.3252669429657484,1.0747672050084356
S22,36,41,P046,937,P047,0.004128070881997584,0.06087973491001235,-0.3202703899751196,0.5751119059455576
S22,37,23,P046,699,P047,0.002315747080144986,0.04541615229679683,-0.3382579807413832,0.33727598359162775
S22,38,23,P046,338,P047,0.002315747080144986,0.021960886232213633,-0.3382579807413832,-0.023475142331770105
S22,39,32,P046,87,P047,0.003221908981071285,0.0056526541485283615,-0.32926418535825136,-0.2743021024613348
S22,40,22,P046,33,P047,0.0022150624244865083,0.002144110194269378,-0.33925729133950894,-0.3282648747601256
S22,41,0,P046,154,P047,0.0,0.0100058475732571,-0.3612421244982756,-0.20734829238690916
S22,42,0,P046,507,P047,0.0,0.03294132934832045,-0.3612421244982756,0.14540834875148262
S22,43,4,P046,1204,P047,0.0004027386226339106,0.07822753557273732,-0.35724488210577254,0.8419278356451344
S22,44,13,P046,2062,P047,0.0013089005235602095,0.13397440062374116,-0.3482510867226407,1.699336328837033
S22,45,1,P046,2591,P047,0.00010068465565847765,0.1683451367682412,-0.3602428139001498,2.2279716352455576
S22,46,10,P046,2659,P047,0.0010068465565847766,0.17276330322915992,-0.351249018517018,2.2959247559181093
S22,47,28,P046,2383,P047,0.002819170358437374,0.15483074524072513,-0.3332614277507544,2.0201150308354006
S22,48,55,P046,1890,P047,0.005537656061216271,0.12279903839906439,-0.306280041601359,1.527454905959403
S22,49,55,P046,1193,P047,0.005537656061216271,0.07751283217464752,-0.306280041601359,0.8309354190657511
S22,50,29,P046,578,P047,0.002919855014095852,0.037554414917809115,-0.33226211715262866,0.2163594012184113
S22,51,27,P046,332,P047,0.002718485702778897,0.021571048015073747,-0.33426073834888015,-0.02947100592052464
S22,52,49,P046,206,P047,0.004933548127265405,0.01338444545513612,-0.31227590519011356,-0.15538414128436986
S22,53,72,P046,214,P047,0.007249295207410391,0.01390422974465597,-0.28929176143322116,-0.14738965649936384
S22,54,93,P046,138,P047,0.009363672976238422,0.0089662789942174,-0.26830623887258026,-0.22333726195692127
S22,55,128,P046,135,P047,0.01288763592428514,0.008771359885647458,-0.23333036793817882,-0.22633519375129854
S22,56,162,P046,181,P047,0.01631091421667338,0.01176011955038659,-0.19935380760190313,-0.18036690623751375
S22,57,175,P046,160,P047,0.01761981474023359,0.010395685790396986,-0.1863627698262683,-0.20135242879815463
S22,58,137,P046,55,P047,0.013793797825211439,0.003573516990448964,-0.22433657255504702,-0.306280041601359
S22,59,141,P046,38,P047,0.014196536447845349,0.002468975375219284,-0.220339330162544,-0.3232683217694968
S22,60,115,P046,7,P047,0.01157873540072493,0.00045481125332986816,-0.24632140571381364,-0.35424695031139525
S22,61,75,P046,0,P047,0.007551349174385824,0.0,-0.28629382963884387,-0.3612421244982756
S22,62,42,P046,0,P047,0.004228755537656061,0.0,-0.31927107937699384,-0.3612421244982756
S22,63,2,P046,0,P047,0.0002013693113169553,0.0,-0.35924350330202404,-0.3612421244982756
S22,64,0,P046,0,P047,0.0,0.0,-0.3612421244982756,-0.3612421244982756
S22,65,0,P046,0,P047,0.0,0.0,-0.3612421244982756,-0.3612421244982756
S22,66,0,P046,25,P047,0.0,0.001624325904749529,-0.3612421244982756,-0.33625935954513164
S22,67,26,P046,31,P047,0.002617801047120419,0.0020141641218894162,-0.3352600489470059,-0.3302634959563771
S22,68,44,P046,12,P047,0.004430124848973017,0.000779676434279774,-0.3172724581807423,-0.3492503973207665
S22,69,52,P046,2,P047,0.005235602094240838,0.00012994607237996233,-0.30927797339573626,-0.35924350330202404
S22,70,106,P046,39,P047,0.01067257349979863,0.0025339484114092654,-0.25531520109694544,-0.3222690111713711
S22,71,94,P046,116,P047,0.009464357631896899,0.007536872198037815,-0.2673069282744545,-0.2453220951156879
S22,72,90,P046,135,P047,0.009061619009262988,0.008771359885647458,-0.27130417066695756,-0.22633519375129854
